Proteins,p_value ,q-value L166P(1&2)/WT,FC
POLR2E,2.04447,0.18902,-0.751571
POLR2F,1.93236,0.0636578,1.51591
POLR2G,0.900627,0.164957,-1.13332
POLR2H,1.91335,0.0879626,-1.28428
POLR2J,1.62147,0.0442216,-1.91899
POLR2K,1.86772,0.0862604,1.31239
POLR2L,2.48863,0.0451438,-1.57123
POLR2M,1.68592,0.250643,0.605202
POLR3A,1.79977,0.239033,-0.628707
POLR3B,1.45717,0.209344,-0.745647
POLR3C,0.773086,0.625875,-0.199474
POLR3D,2.5201,0.0609836,1.40119
POLR3E,1.56859,0.134899,1.05748
POLR3F,2.13731,0.076741,1.33828
POLR3G,4.14741,0.012228,1.96594
POLR3GL,0.374014,0.790855,0.110176
POLR3K,1.83013,0.0858036,1.33785
POLRMT,1.77361,0.161917,0.887415
POM121C,1.4857,0.135846,1.07
POMGNT1,0.00214463,0.996669,0.00166643
POMGNT2,0.879244,0.362622,0.46049
POMK,1.3061,0.207306,-0.774193
POMP,0.892311,0.357949,0.463986
POMT2,4.01698,0.0748561,1.1309
PON2,0.646919,0.194037,-1.15459
POP1,0.195975,0.814695,0.103856
POP4,0.323059,0.785911,-0.114524
POP7,1.88091,0.123017,1.07113
POR,1.92457,0.130917,-1.01134
POSTN,0.742361,0.65154,0.181897
POTEF,4.17702,0.0566617,1.24601
POU2F1,0.169223,0.880844,0.064709
PPA1,0.244751,0.665576,-0.214285
PPA2,2.07533,0.118056,-1.06402
PPAN,1.59391,0.480708,0.288806
PPAT,0.208658,0.887961,-0.0588234
PPCDC,0.932879,0.416911,0.381224
PPCS,1.50658,0.399502,-0.369709
PPDPF,2.86604,0.0154304,2.1247
PPFIA1,2.63001,0.0685853,1.29608
PPFIA2,1.33494,0.0727018,1.67339
PPFIA3,2.40286,0.0362686,1.72669
PPFIBP1,2.10857,0.135589,-0.950841
PPFIBP2,2.23284,0.126825,-0.993876
PPHLN1,0.941085,0.267678,0.648029
PPIA,0.507711,0.540813,0.292178
PPIB,0.928097,0.301597,-0.567876
PPIC,1.2558,0.131094,-1.1805
PPID,2.5563,0.0290182,-1.83657
PPIE,2.51122,0.144735,-0.886644
PPIF,0.745675,0.761763,0.11977
PPIG,0.337683,0.272478,1.22641
PPIH,3.763,0.06987,-1.18562
PPIL1,1.05417,0.35097,-0.470116
PPIL2,2.79751,0.175597,-0.751688
PPIL3,5.11998,0.062682,-1.15526
PPIL4,2.34687,0.240123,-0.598379
PPIP5K1,1.88205,0.59645,0.204956
PPIP5K2,0.68916,0.584405,0.232177
PPL,0.70274,0.463414,0.340503
PPM1A,1.96766,0.0759624,1.362
PPM1B,0.0830917,0.930207,0.0399865
PPM1D,2.33279,0.00508711,3.53388
PPM1F,2.74865,0.164435,0.79519
PPM1G,0.284403,0.714805,0.164872
PPM1H,6.22195,0.00445283,2.46013
PPM1L,5.25054,0.00773256,-2.00512
PPM1N,0.274369,0.832119,-0.0888098
PPME1,2.17807,0.0709262,1.3514
PPOX,0.015207,0.985927,-0.00743797
PPP1CA,1.32525,0.07631,-1.66725
PPP1CB,2.46463,0.0453004,-1.55472
PPP1CC,0.863801,0.260722,-0.696297
PPP1R10,1.37254,0.288518,-0.546762
PPP1R11,1.71899,0.0147096,3.04588
PPP1R12A,2.69521,0.110655,1.02744
PPP1R12B,1.78294,0.0303725,2.1453
PPP1R12C,2.57611,2.85E-02,1.80699
PPP1R13B,0.121344,0.81543,0.119819
PPP1R13L,3.78203,0.0218517,1.72522
PPP1R14A,1.11328,0.181267,-0.928291
PPP1R14B,2.30701,0.010295,2.71559
PPP1R16A,2.34426,0.114246,1.05043
PPP1R18,2.46658,0.0325981,1.76467
PPP1R1B,1.25865,0.134033,-1.14854
PPP1R2,1.8737,0.0682257,1.49289
PPP1R21,1.67674,0.291207,0.522234
PPP1R37,1.06383,0.373451,-0.424405
PPP1R3C,2.50113,0.0941625,1.13122
PPP1R3D,0.882715,0.241867,0.745207
PPP1R3E,0.0688341,0.853448,0.106796
PPP1R7,1.70502,0.542041,0.24081
PPP1R8,0.922733,0.335459,0.499145
PPP1R9A,1.36339,0.130489,1.12961
PPP1R9B,1.23058,0.637891,-0.183526
PPP2CA,0.37199,0.42705,-0.484769
PPP2CB,0.226168,0.760902,-0.148273
PPP2R1A,0.0919717,0.947476,0.0281813
PPP2R1B,3.26211,0.037239,1.54047
PPP2R2A,0.379835,0.730861,-0.147349
PPP2R2D,0.120923,0.884636,0.0673329
PPP2R3A,1.11738,0.305361,0.534902
PPP2R3B,2.27081,0.0461718,-1.596
PPP2R5A,4.14688,0.0589914,-1.22567
PPP2R5B,1.46574,0.385569,0.387178
PPP2R5C,1.8129,0.13943,-0.98978
PPP2R5D,1.44668,0.311944,0.496807
PPP2R5E,0.29204,0.643279,-0.221687
PPP3CA,3.36557,0.0728042,1.19574
PPP3CB,0.367693,0.676163,-0.185142
PPP3CC,2.07364,0.3471,-0.419768
PPP3R1,0.45767,0.250576,-1.03159
PPP4C,1.03235,0.467201,-0.315758
PPP4R1,2.19801,0.348116,0.415004
PPP4R2,3.79399,0.0676241,-1.19527
PPP4R3A,0.824121,0.476772,-0.31678
PPP4R3B,2.70632,0.184876,-0.730827
PPP5C,3.22955,0.264666,-0.524115
PPP6C,0.122082,0.815335,-0.122902
PPP6R1,1.37981,0.177317,0.882156
PPP6R2,4.34521,0.210478,0.617755
PPP6R3,2.66309,0.108602,-1.04405
PPT1,0.32089,0.435709,0.508601
PPT2,1.16198,0.204711,-0.81406
PPTC7,0.369416,0.756392,-0.131013
PPWD1,4.79553,0.0739332,-1.10117
PQBP1,0.807612,0.303831,0.585079
PRADC1,0.0639207,0.941143,0.0341525
PRAF2,0.0783217,0.766769,0.232342
PRAG1,3.97836,0.005,2.66658
PRAMEF25,0.0850409,0.696026,-0.387404
PRC1,2.15666,0.00870961,-3.06429
PRCC,0.272685,0.731666,-0.154216
PRCP,1.48946,0.241842,-0.644364
PRDM10,2.51783,0.10237,-1.08364
PRDM2,1.13301,0.346119,-0.459049
PRDX1,3.55064,0.0497774,1.35313
PRDX2,1.59504,0.211677,0.72021
PRDX3,0.802432,0.197866,-0.990753
PRDX4,2.81874,0.0565256,1.37609
PRDX5,2.1109,0.0761467,-1.34865
PRDX6,0.245008,0.61331,-0.270265
PREB,1.25645,0.319425,-0.494279
PRELID1,4.61482,0.00467172,2.62662
PREP,2.25385,0.121813,-1.01852
PREPL,0.543209,0.530722,0.28875
PREX1,2.15878,0.086972,-1.23007
PRICKLE1,3.48258,0.0166684,1.92337
PRIM1,2.8298,0.146955,-0.85339
PRIM2,1.73908,0.195288,-0.763934
PRKAA1,0.0172521,0.975667,0.014764
PRKAA2,0.651413,0.551483,0.258587
PRKAB1,1.59561,0.243286,-0.631699
PRKAB2,0.895443,0.227103,-0.795774
PRKACA,0.206739,0.658627,-0.242214
PRKACB,2.28242,0.0259953,-1.98629
PRKAG1,1.69697,0.059624,-1.66246
PRKAG2,1.27833,0.122975,-1.23874
PRKAR1A,0.125689,0.813061,0.122397
PRKAR1B,2.13212,0.151938,0.890637
PRKAR2A,2.57912,0.0820061,1.20074
PRKAR2B,3.13297,0.158522,-0.799452
PRKCA,0.919863,0.406351,0.39208
PRKCD,2.14195,0.102716,-1.13122
PRKCE,4.04097,0.0106266,-2.01621
PRKCI,0.0658092,0.91001,-0.0595296
PRKCSH,1.01183,0.298558,0.56531
PRKCZ,5.90788,0.00911416,1.89606
PRKD1,0.965274,0.323906,0.513292
PRKD2,0.124426,0.823485,-0.111464
PRKD3,3.40567,0.0653511,-1.23846
PRKDC,3.22079,0.0307721,-1.62114
PRKG1,2.10057,0.286563,-0.513495
PRKRA,3.25163,0.103217,-1.01943
PRKRIP1,2.42941,0.00485185,-3.80954
PRKX,2.75996,0.023209,1.91194
PRMT1,2.18076,0.0250116,-2.09121
PRMT2,1.49778,0.200133,-0.774715
PRMT3,1.34931,0.213632,-0.746215
PRMT5,1.6246,0.266309,-0.574728
PRMT7,1.64079,0.202219,0.748924
PROCR,1.61924,0.148414,-0.972267
PRODH,3.97131,0.0241311,1.62902
PRORP,0.534984,0.72002,-0.147064
PROSER1,2.19804,0.0283779,-1.96434
PROSER2,2.57262,0.0202948,2.0542
PRPF19,2.90252,0.240676,-0.577977
PRPF3,0.127545,0.807952,0.12408
PRPF31,1.7115,0.307709,-0.490704
PRPF38A,0.852346,0.150573,-1.28045
PRPF38B,3.04342,0.0215591,-1.84766
PRPF39,3.16625,0.0215038,-1.82244
PRPF4,4.17905,0.0410587,-1.38556
PRPF40B,0.915606,0.357962,-0.45938
PRPF6,2.31611,0.358304,-0.399862
PRPF8,2.92637,0.101996,-1.03934
PRPH,0.427913,0.448035,0.420222
PRPS1,3.69205,0.0211043,1.75086
PRPS2,1.69595,0.159007,0.909422
PRPSAP1,0.775711,0.729328,-0.137348
PRPSAP2,0.732216,0.49027,-0.310409
PRR11,2.77813,0.0153846,2.18897
PRR12,1.84593,0.137508,0.985991
PRR14,0.42353,0.544719,0.28844
PRR14L,2.12896,0.117437,1.05698
PRR36,2.93777,0.00506944,2.95057
PRRC1,1.55833,0.1635,-0.913081
PRRC2A,2.47195,0.0708728,1.30465
PRRC2B,2.96119,0.0274395,1.74877
PRRC2C,2.02727,0.133981,0.980997
PRRT3,4.47373,0.0583706,1.21603
PRRX1,1.07107,0.220695,-0.774661
PRRX2,0.489262,0.476043,-0.368895
PRSS23,1.0466,0.114962,-1.45027
PRTFDC1,2.75308,0.024427,-1.85447
PRUNE1,0.763624,0.515768,0.297433
PRUNE2,3.90916,0.00481124,2.63985
PRXL2A,1.62356,0.0203953,-2.8443
PRXL2B,1.91244,0.369428,0.394739
PRXL2C,0.495406,0.609021,0.226708
PSAP,1.33915,0.160968,-0.969989
PSAT1,1.34774,0.291097,-0.543524
PSD3,0.79393,0.227091,-0.845189
PSEN1,1.31631,0.173021,-0.919469
PSIP1,4.06496,0.00603333,-2.37987
PSMA1,1.4801,0.439251,-0.329022
PSMA2,1.53798,0.448273,0.319593
PSMA3,0.949405,0.331163,-0.504534
PSMA4,2.01481,0.0461843,-1.70046
PSMA5,0.670222,0.402686,0.433671
PSMA6,0.940557,0.240313,-0.739873
PSMA7,0.350662,0.567457,0.291703
PSMB1,1.7469,0.330064,0.452536
PSMB10,2.20994,0.153018,0.8714
PSMB2,0.687181,0.225849,-0.915663
PSMB3,1.97033,0.0970437,-1.21117
PSMB4,2.93114,0.28743,0.491008
PSMB5,0.816763,0.455133,-0.341666
PSMB6,1.75638,0.152585,0.934335
PSMB7,1.80432,0.118401,-1.10603
PSMB8,1.63413,0.278091,-0.549325
PSMB9,4.51613,0.0238919,1.58818
PSMC1,0.649304,0.755585,0.124834
PSMC2,0.0953225,0.939084,0.0354759
PSMC3,1.16139,0.349454,0.458063
PSMC4,0.18507,0.765265,-0.150467
PSMC5,1.51767,0.192952,-0.797034
PSMC6,0.122908,0.865883,0.0826734
PSMD1,2.10901,0.180633,-0.78106
PSMD10,2.53177,0.0141794,-2.35414
PSMD11,1.04842,0.478297,-0.306552
PSMD12,1.71878,0.240273,-0.630914
PSMD13,2.05629,0.0681898,-1.43264
PSMD14,0.844249,0.328618,-0.522825
PSMD2,0.992977,0.442537,-0.343535
PSMD3,1.84413,0.115619,-1.1214
PSMD4,2.4498,0.376483,0.376011
PSMD5,1.4867,0.251977,-0.617335
PSMD6,1.03397,0.314255,-0.524416
PSMD7,0.909056,0.297314,-0.588574
PSMD8,0.870413,0.394973,-0.409566
PSMD9,2.80369,0.0228006,1.91052
PSME1,1.35837,0.357592,0.433888
PSME2,0.0501307,0.95431,-0.0267892
PSME3,0.22754,0.884418,-0.0624067
PSME3IP1,1.39784,0.205431,0.768126
PSME4,0.671892,0.456868,-0.351329
PSMF1,2.67771,0.0840558,1.17985
PSMG1,0.109913,0.873495,-0.0762713
PSMG2,2.37634,0.0157761,2.32408
PSMG3,1.34538,0.275892,0.575354
PSMG4,3.62958,0.0629248,1.23467
PSPC1,0.604649,0.546783,-0.267441
PSPH,2.68123,0.0235417,1.89727
PSTPIP2,1.23281,0.245718,0.66242
PTAR1,3.31119,0.296552,0.470395
PTBP1,4.69279,0.118703,-0.889858
PTBP2,2.5806,0.0163948,-2.19838
PTBP3,0.704662,0.24666,-0.799898
PTCD1,1.56055,0.194409,0.784454
PTCD3,2.06319,0.269296,-0.546115
PTCH1,2.72487,0.150676,-0.847123
PTDSS1,0.441092,0.567164,0.267272
PTDSS2,3.07379,0.00728608,2.52189
PTEN,1.60221,0.152174,-0.959462
PTER,1.66244,0.162584,0.901416
PTGDS,4.18198,0.00495781,-2.59999
PTGES2,2.04726,0.0526644,-1.58441
PTGES3,0.966245,0.0870084,-1.86793
PTGFRN,3.29866,0.0815391,-1.12417
PTGIS,3.47963,0.00492157,-2.96656
PTGR1,1.36829,0.127836,-1.16412
PTGR2,1.28385,0.447967,0.327501
PTK2,1.64156,0.278695,-0.547566
PTK7,4.36598,0.0148781,-1.82453
PTMA,0.442898,0.258617,0.987564
PTMS,1.2944,0.0571883,2.00927
PTOV1,2.95675,0.0572059,1.34821
PTP4A1,1.78754,0.0210839,-2.515
PTPA,1.70411,0.274462,-0.552827
PTPN1,0.406147,0.580755,0.2667
PTPN11,3.49276,0.386488,0.355041
PTPN12,2.67104,0.482093,0.276414
PTPN13,2.5658,0.258734,-0.549456
PTPN14,3.00523,0.102704,1.03734
PTPN2,2.24793,0.158837,0.846731
PTPN21,2.19212,0.265821,-0.548877
PTPN23,0.00674622,0.995022,-0.00229351
PTPN9,0.533126,0.646038,-0.19976
PTPRA,2.75246,0.0718075,-1.26681
PTPRF,0.284421,0.863977,-0.0698591
PTPRG,2.33128,0.328965,-0.438124
PTPRJ,4.27912,0.0244508,1.59813
PTPRK,2.23947,0.177895,-0.775717
PTPRM,3.38649,0.0362345,1.52165
PTPRS,0.0629871,0.930667,0.0412569
PTRH1,2.73351,0.0134255,2.27872
PTRH2,0.427944,0.629963,0.211606
PTRHD1,0.992207,0.241308,-0.718123
PTS,1.38748,0.147967,-1.02342
PTTG1IP,3.30303,0.00640341,2.59419
PTX3,3.61429,0.0981477,1.02379
PUF60,2.50314,0.0407515,-1.59232
PUM1,1.05846,0.45444,0.327531
PUM2,1.20057,0.442603,0.335226
PUM3,1.66401,0.198901,-0.758313
PURA,2.20953,0.27094,0.537336
PURB,1.15772,0.0543585,2.20672
PUS1,1.80161,0.342738,0.432624
PUS10,1.03302,0.156087,-1.11138
PUS7,1.32661,0.439805,-0.333806
PUS7L,2.24199,0.209834,-0.675748
PUSL1,0.651295,0.7092,0.152594
PVR,6.52215,0.0137796,1.70737
PWP1,2.05771,0.159843,0.8609
PWP2,0.543417,0.548274,0.282057
PWWP2B,3.13429,0.177908,-0.736253
PWWP3A,0.163514,0.90947,0.048225
PXDC1,1.52761,0.098188,-1.32788
PXDN,4.51507,0.102743,0.961933
PXK,2.84082,0.0780058,-1.21393
PXMP2,3.42946,0.0113357,-2.11703
PXMP4,2.03206,0.0108942,-2.87787
PXN,1.24742,0.377794,0.417685
PYCARD,2.843,0.0228035,-1.86628
PYCR1,0.897001,0.321058,0.527955
PYCR2,0.654257,0.391199,0.443214
PYCR3,3.13328,4.58E-02,1.44106
PYGB,0.894138,0.342934,-0.488517
PYGL,0.574084,0.497974,-0.317498
PYM1,2.78251,0.0782631,1.21469
PYROXD1,0.217698,0.694765,0.194507
PYURF,2.69112,0.0307792,1.73804
Q6ZSR9,2.65292,0.0965077,1.10272
QARS1,1.54228,0.2332,-0.662864
QDPR,4.07047,0.177779,0.708884
QKI,0.240411,0.739083,-0.158232
QPCTL,0.802993,0.457809,-0.338397
QPRT,1.77331,0.0311425,-2.12816
QRICH1,0.98542,0.271778,0.629158
QRSL1,2.039,0.192977,-0.7428
QSER1,1.17504,0.430013,-0.348944
QSOX1,5.87644,0.012594,1.76243
QSOX2,2.36662,0.240775,0.594296
QTRT1,2.50172,0.183835,-0.74067
QTRT2,0.411189,0.641612,-0.214878
R3HCC1,0.502775,0.59156,0.237932
R3HCC1L,2.77522,0.0207506,1.95777
R3HDM1,0.942676,0.308146,0.549752
R3HDM2,1.47991,0.0325239,2.38352
R3HDM4,2.42288,0.0370154,1.72208
RAB10,1.42685,0.14857,-1.01942
RAB11B,0.612441,0.622658,0.21104
RAB11FIP1,4.3015,0.0056324,2.34842
RAB11FIP2,3.56732,0.166252,0.75879
RAB11FIP5,3.62342,0.0301745,1.56534
RAB12,0.74048,0.176881,-1.18216
RAB13,0.39814,0.612681,0.233478
RAB14,1.50257,0.338269,-0.450573
RAB15,2.44844,0.0123,-2.51871
RAB18,0.689122,0.558712,0.252525
RAB1A,1.95074,0.108263,-1.13317
RAB1B,0.71068,0.559964,-0.248906
RAB21,1.23659,0.27055,0.598611
RAB22A,1.36683,0.430717,-0.340927
RAB23,1.55907,0.129268,-1.09585
RAB24,2.06999,0.118434,-1.06376
RAB26,2.09956,0.0811037,-1.29848
RAB27A,2.16053,0.0524699,-1.55046
RAB27B,2.70371,0.139684,-0.889033
RAB28,0.111371,0.822438,0.11932
RAB29,0.803905,0.37538,0.445
RAB2A,1.74635,0.131465,-1.04086
RAB2B,0.655558,0.732876,-0.138033
RAB30,0.137395,0.860441,-0.0813133
RAB31,2.62082,0.00612275,-2.98497
RAB32,1.06767,0.153224,-1.11493
RAB33B,1.3781,0.475969,-0.30089
RAB34,2.39674,0.0345069,-1.74161
RAB35,2.34562,0.0138642,-2.46685
RAB3A,0.800394,0.227698,-0.832001
RAB3B,0.0855847,0.85173,0.0993476
RAB3C,1.33665,0.183995,-0.862501
RAB3D,0.146711,0.737546,0.180313
RAB3GAP1,2.13469,0.329537,0.441482
RAB3GAP2,0.775993,0.492486,-0.305918
RAB3IL1,2.12193,0.0103569,-2.87611
RAB3IP,4.42385,0.0443412,1.33178
RAB40C,1.16814,0.193485,0.862525
RAB43,1.07519,0.141463,-1.1881
RAB4A,1.99609,0.16861,-0.834213
RAB4B,0.770974,0.564419,-0.242905
RAB5A,3.22099,0.133125,0.885254
RAB5B,2.50806,0.0895597,1.17273
RAB5C,1.66947,0.200063,0.751135
RAB6A,0.0428956,0.944666,0.0348996
RAB6B,3.94588,0.0069765,2.26633
RAB6D,1.08454,0.591031,0.215891
RAB7A,1.37206,0.314257,-0.496049
RAB8A,1.39071,0.198196,-0.798945
RAB8B,0.94022,0.431348,0.359833
RAB9A,0.290193,0.780053,-0.119542
RABAC1,2.10076,0.0319432,1.91085
RABEP1,2.16053,0.333471,0.435526
RABEP2,2.45756,0.0801321,1.2345
RABEPK,2.37046,0.0228319,2.07882
RABGAP1,2.21922,0.232426,-0.619775
RABGAP1L,2.51082,0.0405949,-1.62871
RABGEF1,1.89258,0.525385,0.25082
RABGGTA,0.500489,0.636086,0.206297
RABGGTB,0.587864,0.533723,-0.28065
RABIF,3.60428,0.0259756,1.66225
RABL2A,1.08562,0.230795,-0.734837
RABL3,1.6034,0.626431,-0.186063
RABL6,0.0089029,0.986682,0.00828337
RAC1,1.08394,0.202242,-0.845987
RAC3,2.61109,0.1744,0.773463
RACGAP1,3.82985,0.00355789,3.50704
RACK1,2.68739,0.0389915,-1.62297
RAD1,1.91736,0.103667,-1.17306
RAD17,2.61083,0.0313785,-1.73614
RAD18,2.40026,0.0160235,2.28569
RAD21,3.65465,0.0193406,-1.78925
RAD23A,1.58395,0.140019,-1.0186
RAD23B,0.116559,0.893366,-0.0603728
RAD50,1.72149,0.164448,-0.885567
RAD54L2,2.05672,0.0573104,1.53358
RAD9A,0.442963,0.531525,-0.301569
RAE1,0.309507,0.663088,0.201287
RAF1,2.17404,0.0868474,1.24053
RAI1,2.01262,0.184048,0.773259
RAI14,3.88763,0.0125244,2.00015
RALA,0.292146,0.773261,0.124822
RALB,2.04689,0.220712,0.659274
RALBP1,2.60593,0.134708,-0.915577
RALGAPA1,1.24541,0.118122,1.27103
RALGAPA2,1.94415,0.285582,-0.521239
RALGAPB,3.27016,0.264701,0.523931
RALGDS,2.11513,0.00888793,-3.07928
RALGPS2,1.12207,0.484419,-0.296406
RALY,3.78604,0.0979129,-1.0165
RAMAC,0.767848,0.497566,0.302618
RAN,2.24122,0.280671,-0.518399
RANBP1,0.013349,0.967195,0.0279761
RANBP10,1.78334,0.118279,1.11539
RANBP17,1.49566,0.328855,0.467118
RANBP2,3.88495,0.119077,-0.916188
RANBP3,3.93312,0.0336073,-1.49922
RANBP6,0.435159,0.604638,-0.233847
RANBP9,1.99282,0.18534,0.771971
RANGAP1,1.06845,0.342787,-0.469864
RANGRF,2.40472,0.107549,1.07938
RAP1A,0.542473,0.566489,-0.262029
RAP1B,5.2111,0.0213143,-1.5822
RAP1GAP2,0.99039,0.476671,0.3085
RAP1GDS1,0.794582,0.278611,-0.65661
RAP2A,2.99499,0.0294538,-1.71102
RAP2B,1.70695,0.0144031,-3.06811
RAP2C,2.71628,0.0207434,-2.00684
RAPGEF1,0.17876,0.815343,0.105798
RAPGEF2,0.0500709,0.957252,-0.0241973
RAPGEF6,2.17835,0.152676,0.877169
RAPH1,3.81909,0.00476106,2.72952
RARS1,1.25369,0.165356,0.974757
RARS2,0.282092,0.579651,-0.287933
RASA1,0.698083,0.404868,0.414583
RASA2,0.980697,0.265999,-0.646148
RASA3,4.9283,0.0368752,-1.37782
RASA4,4.49113,0.0184726,-1.71958
RASAL2,0.820706,0.407562,-0.395971
RASGRF2,4.31427,0.00225532,3.77727
RASSF2,2.61131,0.150563,0.855092
RASSF4,0.442238,0.636102,-0.205601
RASSF7,2.94331,0.010022,2.39137
RASSF8,1.42518,0.180062,0.863608
RAVER1,1.20105,0.445266,-0.330976
RAVER2,0.508869,0.600601,0.229429
RB1,1.53441,0.244146,0.633977
RB1CC1,0.79069,0.542754,-0.26101
RBBP4,0.0370304,0.967718,-0.018433
RBBP5,2.8681,0.0797046,-1.17765
RBBP6,0.892431,0.202094,0.915471
RBBP7,3.11886,0.00692663,-2.59484
RBBP9,2.91441,0.0609841,-1.334
RBCK1,1.36249,0.342791,0.450534
RBFOX2,0.42425,0.542817,0.293928
RBIS,0.161822,0.840667,0.0911377
RBKS,1.50084,0.0876287,-1.43504
RBL2,0.634288,0.410039,0.415213
RBM10,0.35474,0.680751,-0.181812
RBM12,2.79914,0.252014,-0.555694
RBM12B,4.04633,0.163389,-0.753479
RBM14,0.42979,0.531911,0.303867
RBM15,0.164218,0.880803,-0.0659194
RBM15B,0.00348983,0.994959,-0.00266733
RBM17,1.06722,0.274678,0.609094
RBM19,1.5857,0.164002,-0.906502
RBM22,3.90317,0.0552278,-1.27718
RBM23,1.80283,0.394099,-0.368814
RBM25,1.00028,0.286891,-0.59018
RBM26,0.36711,0.766618,0.125432
RBM27,0.277222,0.784858,-0.117268
RBM28,1.08143,0.290381,-0.572534
RBM3,1.08759,0.143992,1.16643
RBM33,1.56369,0.222046,0.692441
RBM34,0.047687,0.957319,-0.0246699
RBM38,3.28549,0.00974239,2.25675
RBM39,1.34239,0.248356,-0.642356
RBM4,0.22729,0.829111,-0.092338
RBM42,0.718251,0.365054,-0.488605
RBM45,0.18081,0.84542,0.0855834
RBM4B,0.691076,0.380982,0.452548
RBM5,0.00780791,0.99063,-0.00514495
RBM6,0.799942,0.322148,0.541121
RBM7,0.0701435,0.902893,0.0607296
RBM8A,1.14977,0.231928,-0.717236
RBMS1,1.08675,0.125573,1.31222
RBMS2,2.51166,0.0720331,1.30255
RBMS3,0.375385,0.526201,-0.329768
RBMX,0.941372,0.233757,0.757141
RBMXL1,3.17063,0.0913798,-1.09364
RBMXL3,3.52763,0.0334425,-1.55066
RBMY1B,1.10243,0.128673,-1.26526
RBP1,2.63048,0.194399,0.704962
RBPJ,2.41228,0.0693942,-1.31283
RBPMS,0.450422,0.465382,-0.379814
RBSN,1.78624,0.224896,0.665618
RC3H1,3.01116,0.057669,1.34261
RC3H2,2.5952,0.0667894,1.32032
RCBTB1,0.734967,0.164916,-1.28472
RCBTB2,3.97022,0.00472251,-2.84688
RCC1,5.51758,0.0888248,-0.999129
RCC1L,2.754,0.103958,1.05039
RCC2,0.26361,0.721483,0.163457
RCCD1,0.718948,0.489517,0.312151
RCL1,1.73831,0.108083,1.18854
RCN1,0.703144,0.395982,-0.436822
RCN2,1.6537,0.452803,0.313438
RCN3,1.2774,0.308548,-0.517655
RCOR1,2.02371,0.151967,-0.893744
RCOR3,1.11308,0.316207,-0.511304
RDH11,1.38698,0.143115,-1.05311
RDH13,2.62265,0.204453,0.676109
RDH14,1.40277,0.580753,0.21824
RDX,0.760906,0.458787,-0.341684
RECK,0.381103,0.765142,-0.125235
RECQL,3.5444,0.0144003,-1.99388
RECQL5,1.81108,0.1908,-0.770726
REEP2,4.60721,0.00477387,2.61069
REEP3,3.02808,0.0575459,1.3323
REEP4,2.52671,0.0962488,1.12854
REEP5,1.11319,0.175561,-0.963899
REEP6,2.97944,0.0875955,1.12904
REL,1.22671,0.243446,0.670219
RELA,0.644363,0.692323,-0.163851
RELB,5.39068,0.00704393,2.049
RELCH,4.0697,0.217276,0.605269
REPS1,1.63099,0.122097,1.12729
REPS2,4.67068,0.0341582,-1.43125
RER1,0.295482,0.658997,0.206551
RERE,1.78172,0.142476,0.973415
REST,2.15187,0.0275068,-2.03663
RETREG2,2.71044,0.0613416,1.3454
RETREG3,1.84231,0.344127,0.428987
RETSAT,0.0235391,0.9657,0.0219358
REX1BD,3.87462,0.00546732,2.47877
REXO1,1.56099,0.135511,1.0552
REXO2,5.30925,0.101771,0.944544
REXO4,2.11182,0.0770617,-1.32706
REXO5,1.05974,0.0454315,-2.70798
RFC1,2.62107,0.0895901,-1.1576
RFC2,4.8042,0.0674323,-1.14038
RFC3,2.06723,0.0497307,-1.58292
RFC4,4.59701,0.0559338,-1.22107
RFC5,3.59261,0.0289557,-1.59226
RFK,0.403554,0.614212,0.228263
RFLNA,3.48079,0.0609587,-1.26815
RFLNB,0.180594,0.781188,0.130777
RFT1,2.42751,0.129355,-0.958002
RFTN1,2.3375,0.147683,-0.889995
RFTN2,4.68513,0.00426531,-2.80073
RFX1,1.24159,0.0709161,-1.76909
RFX5,2.27141,0.0105746,2.71805
RFXANK,1.90954,0.26934,0.552977
RFXAP,0.39739,0.698718,0.167983
RGCC,2.84254,0.00480357,-3.25089
RGL1,2.43009,0.342192,-0.41881
RGL2,1.13859,0.394234,0.390662
RGP1,1.85837,0.0973288,1.22307
RGPD5,3.98767,0.0549074,1.26229
RGS10,0.618729,0.324662,0.582489
RGS12,3.19758,0.0390305,1.52123
RGS17,0.13188,0.890912,0.0625654
RGS19,3.25403,0.0678428,1.22855
RGS20,2.59102,0.0205648,2.07043
RGS3,0.0271539,0.975477,0.0136165
RGSL1,2.62147,0.00372519,4.28242
RHBDD1,1.10723,0.613265,0.199921
RHBDD2,0.42966,0.424995,-0.463876
RHBDF1,0.26895,0.750452,-0.144729
RHBDF2,1.27606,0.102379,1.40611
RHEB,1.05113,0.266014,-0.634128
RHOA,0.584012,0.298745,0.673429
RHOB,3.31742,0.0210603,-1.8057
RHOC,1.43955,0.176782,0.871502
RHOG,2.54232,0.0250375,-1.92144
RHOJ,2.52514,0.0230628,-1.96139
RHOT1,2.00989,0.136544,-0.970785
RHOT2,0.598815,0.47651,-0.340876
RHPN2,3.47225,0.0218382,1.77937
RIC1,2.98259,0.0833733,1.16131
RIC8A,3.03771,0.136844,0.881606
RIC8B,1.96898,0.257942,0.572978
RICTOR,2.93819,0.21938,-0.626329
RIDA,0.832004,0.436197,-0.360599
RIF1,1.48503,0.240649,0.648532
RILPL1,2.92111,0.0450888,1.48436
RIMS1,1.22174,0.220747,0.741814
RIN1,0.521955,0.559338,-0.273873
RIN3,3.44195,0.00363441,-3.79242
